ticker,asset_size,kind,source_currency
373220.KS,77103001239552.0,marketcap,KRW
005380.KS,104995466772480.0,marketcap,KRW
207940.KS,70269666328576.0,marketcap,KRW
000270.KS,50719612731392.0,marketcap,KRW
105560.KS,60214699098112.0,marketcap,KRW
068270.KS,40728512167936.0,marketcap,KRW
035420.KS,31037803462656.0,marketcap,KRW
055550.KS,49158236930048.0,marketcap,KRW
012330.KS,42985043525632.0,marketcap,KRW
028260.KS,55963226734592.0,marketcap,KRW
005490.KS,23669302624256.0,marketcap,KRW
006400.KS,33680873488384.0,marketcap,KRW
051910.KS,20273252270080.0,marketcap,KRW
066570.KS,30388187561984.0,marketcap,KRW
035720.KS,15952756342784.0,marketcap,KRW
086790.KS,35519908020224.0,marketcap,KRW
000810.KS,25649423056896.0,marketcap,KRW
033780.KS,18955789926400.0,marketcap,KRW
015760.KS,22725529698304.0,marketcap,KRW
329180.KS,50944863633408.0,marketcap,KRW
012450.KS,50368364937216.0,marketcap,KRW
034020.KS,46081475870720.0,marketcap,KRW
402340.KS,146175604817920.0,marketcap,KRW
009150.KS,100175649439744.0,marketcap,KRW
003550.KS,15096493375488.0,marketcap,KRW
011200.KS,20421101486080.0,marketcap,KRW
086280.KS,15525000249344.0,marketcap,KRW
090430.KS,8133358387200.0,marketcap,KRW
092130.KQ,170898685952.0,marketcap,KRW
032830.KS,57104782065664.0,marketcap,KRW
034730.KS,34361388826624.0,marketcap,KRW
010120.KS,30054639730688.0,marketcap,KRW
267260.KS,29154091204608.0,marketcap,KRW
042660.KS,26928849354752.0,marketcap,KRW
298040.KS,24964778426368.0,marketcap,KRW
000150.KS,21297828462592.0,marketcap,KRW
009540.KS,26305842118656.0,marketcap,KRW
010130.KS,21922725232640.0,marketcap,KRW
316140.KS,22459902328832.0,marketcap,KRW
042700.KS,18970600013824.0,marketcap,KRW
064350.KS,17288139898880.0,marketcap,KRW
011070.KS,14790317572096.0,marketcap,KRW
010140.KS,19560044429312.0,marketcap,KRW
017670.KS,21305791348736.0,marketcap,KRW
138040.KS,20316654927872.0,marketcap,KRW
196170.KQ,16079795519488.0,marketcap,KRW
079550.KS,16646080036864.0,marketcap,KRW
024110.KS,17025041694720.0,marketcap,KRW
047810.KS,15410813468672.0,marketcap,KRW
018260.KS,16204863373312.0,marketcap,KRW
267250.KS,15723726372864.0,marketcap,KRW
003670.KS,12594779783168.0,marketcap,KRW
278470.KS,13253107253248.0,marketcap,KRW
071050.KS,12438510501888.0,marketcap,KRW
272210.KS,12752940695552.0,marketcap,KRW
307950.KS,10393360531456.0,marketcap,KRW
000720.KS,11937990574080.0,marketcap,KRW
030200.KS,12882930565120.0,marketcap,KRW
010950.KS,17602799730688.0,marketcap,KRW
247540.KQ,10594402959360.0,marketcap,KRW
086520.KQ,10575836872704.0,marketcap,KRW
005940.KS,10880145162240.0,marketcap,KRW
016360.KS,8956790439936.0,marketcap,KRW
259960.KS,10936057331712.0,marketcap,KRW
323410.KS,10506364518400.0,marketcap,KRW
277810.KQ,8118840328192.0,marketcap,KRW
006260.KS,8514615377920.0,marketcap,KRW
036930.KQ,6442842587136.0,marketcap,KRW
443060.KS,9392164438016.0,marketcap,KRW
096770.KS,22031512895488.0,marketcap,KRW
028050.KS,9329600102400.0,marketcap,KRW
000880.KS,8526962884608.0,marketcap,KRW
006800.KS,21468192702464.0,marketcap,KRW
039490.KS,7824189423616.0,marketcap,KRW
180640.KS,7065720324096.0,marketcap,KRW
005830.KS,10182037864448.0,marketcap,KRW
352820.KS,9023549079552.0,marketcap,KRW
950160.KQ,1271040704512.0,marketcap,KRW
047050.KS,9596024389632.0,marketcap,KRW
003490.KS,9399483498496.0,marketcap,KRW
003230.KS,8584305311744.0,marketcap,KRW
161390.KS,8600206966784.0,marketcap,KRW
007660.KS,6386601689088.0,marketcap,KRW
047040.KS,6286551810048.0,marketcap,KRW
240810.KQ,4889896812544.0,marketcap,KRW
064400.KS,6249143861248.0,marketcap,KRW
028300.KQ,4159012601856.0,marketcap,KRW
078930.KS,9022543495168.0,marketcap,KRW
062040.KS,5218810462208.0,marketcap,KRW
326030.KS,6312047935488.0,marketcap,KRW
021240.KS,6437834063872.0,marketcap,KRW
353200.KS,5640612741120.0,marketcap,KRW
004170.KS,4418911076352.0,marketcap,KRW
241560.KS,5972541046784.0,marketcap,KRW
001440.KS,5221270945792.0,marketcap,KRW
032640.KS,6256064987136.0,marketcap,KRW
058470.KQ,5206438313984.0,marketcap,KRW
298380.KQ,4053492301824.0,marketcap,KRW
009830.KS,5419893260288.0,marketcap,KRW
034220.KS,4899999842304.0,marketcap,KRW
377300.KS,5666780479488.0,marketcap,KRW
454910.KS,4193852588032.0,marketcap,KRW
271560.KS,5158506856448.0,marketcap,KRW
029780.KS,5207482171392.0,marketcap,KRW
000100.KS,5599832571904.0,marketcap,KRW
001040.KS,4432789504000.0,marketcap,KRW
000250.KQ,3483031044096.0,marketcap,KRW
036570.KS,4439817584640.0,marketcap,KRW
000990.KS,4209653317632.0,marketcap,KRW
011790.KS,4040270282752.0,marketcap,KRW
023530.KS,3559273529344.0,marketcap,KRW
141080.KQ,3501840662528.0,marketcap,KRW
214450.KQ,3709104291840.0,marketcap,KRW
403870.KQ,2897178525696.0,marketcap,KRW
145020.KQ,2533371936768.0,marketcap,KRW
319660.KQ,4168310063104.0,marketcap,KRW
336260.KS,3374713667584.0,marketcap,KRW
082740.KS,4092022489088.0,marketcap,KRW
052690.KS,3770111229952.0,marketcap,KRW
010060.KS,2238123868160.0,marketcap,KRW
018880.KS,3627798495232.0,marketcap,KRW
214150.KQ,2899015368704.0,marketcap,KRW
140860.KQ,1734536462336.0,marketcap,KRW
087010.KQ,2633475817472.0,marketcap,KRW
067310.KQ,2206612324352.0,marketcap,KRW
002380.KS,3099783069696.0,marketcap,KRW
103590.KS,3037042049024.0,marketcap,KRW
357780.KQ,2067837091840.0,marketcap,KRW
257720.KQ,2311562985472.0,marketcap,KRW
251270.KS,3023385657344.0,marketcap,KRW
097950.KS,3110099746816.0,marketcap,KRW
039030.KQ,3677385654272.0,marketcap,KRW
222800.KQ,3304054849536.0,marketcap,KRW
011780.KS,3232439468032.0,marketcap,KRW
383220.KS,2852347969536.0,marketcap,KRW
014680.KS,2541175177216.0,marketcap,KRW
035250.KS,2865882464256.0,marketcap,KRW
036460.KS,3050276388864.0,marketcap,KRW
450080.KS,2427221180416.0,marketcap,KRW
084370.KQ,2470611517440.0,marketcap,KRW
011170.KS,2576412835840.0,marketcap,KRW
028670.KS,2822526992384.0,marketcap,KRW
081660.KS,2340196974592.0,marketcap,KRW
237690.KQ,2431838584832.0,marketcap,KRW
095340.KQ,2761830432768.0,marketcap,KRW
440110.KQ,3224702550016.0,marketcap,KRW
263750.KQ,2021471813632.0,marketcap,KRW
008930.KS,2342894174208.0,marketcap,KRW
282330.KS,2131736920064.0,marketcap,KRW
004370.KS,2144064110592.0,marketcap,KRW
462870.KS,1778508627968.0,marketcap,KRW
098460.KQ,1706973200384.0,marketcap,KRW
030000.KS,1935436546048.0,marketcap,KRW
004990.KS,1800421638144.0,marketcap,KRW
035900.KQ,1486017789952.0,marketcap,KRW
041510.KQ,1598049353728.0,marketcap,KRW
051900.KS,4163876683776.0,marketcap,KRW
020560.KS,1410421751808.0,marketcap,KRW
000120.KS,1541758386176.0,marketcap,KRW
267270.KS,6331605975040.0,marketcap,KRW
000500.KS,5624990007296.0,marketcap,KRW
111770.KS,3732521877504.0,marketcap,KRW
004020.KS,3650394259456.0,marketcap,KRW
066970.KS,3078332088320.0,marketcap,KRW
088350.KS,3448881283072.0,marketcap,KRW
022100.KS,2916510334976.0,marketcap,KRW
483650.KS,2987380441088.0,marketcap,KRW
031210.KS,2988364529664.0,marketcap,KRW
069960.KS,2764685705216.0,marketcap,KRW
139130.KS,2890132094976.0,marketcap,KRW
001450.KS,3200097714176.0,marketcap,KRW
475150.KS,2754174255104.0,marketcap,KRW
004800.KS,2621320200192.0,marketcap,KRW
302440.KS,2694982664192.0,marketcap,KRW
006360.KS,2567889223680.0,marketcap,KRW
017800.KS,2509301874688.0,marketcap,KRW
279570.KS,2523423834112.0,marketcap,KRW
009420.KS,2369991999488.0,marketcap,KRW
005850.KS,2500811816960.0,marketcap,KRW
003690.KS,1711874768896.0,marketcap,KRW
375500.KS,2629320835072.0,marketcap,KRW
012750.KS,2491814772736.0,marketcap,KRW
000240.KS,2372689461248.0,marketcap,KRW
161890.KS,2365228580864.0,marketcap,KRW
005440.KS,1867925422080.0,marketcap,KRW
018670.KS,2303599837184.0,marketcap,KRW
071970.KS,2293091532800.0,marketcap,KRW
009970.KS,2361596837888.0,marketcap,KRW
139480.KS,2204681371648.0,marketcap,KRW
489790.KS,2143564464128.0,marketcap,KRW
007070.KS,2151814004736.0,marketcap,KRW
051600.KS,2119500038144.0,marketcap,KRW
007340.KS,2013552443392.0,marketcap,KRW
204320.KS,2094287552512.0,marketcap,KRW
192820.KS,2024066121728.0,marketcap,KRW
002790.KS,2172061876224.0,marketcap,KRW
085620.KS,2074631995392.0,marketcap,KRW
322000.KS,1836800016384.0,marketcap,KRW
103140.KS,1865565208576.0,marketcap,KRW
439260.KS,1862538756096.0,marketcap,KRW
457190.KS,1734563201024.0,marketcap,KRW
112610.KS,1790150967296.0,marketcap,KRW
008770.KS,1782904127488.0,marketcap,KRW
073240.KS,1760905527296.0,marketcap,KRW
281820.KS,1482029400064.0,marketcap,KRW
395400.KS,1617250222080.0,marketcap,KRW
120110.KS,1821169549312.0,marketcap,KRW
229640.KS,1411748724736.0,marketcap,KRW
023590.KS,1685040660480.0,marketcap,KRW
007810.KS,1583440592896.0,marketcap,KRW
001740.KS,1648569614336.0,marketcap,KRW
020150.KS,1578818732032.0,marketcap,KRW
003540.KS,1762675261440.0,marketcap,KRW
006040.KS,1551739256832.0,marketcap,KRW
001800.KS,1549033799680.0,marketcap,KRW
011210.KS,1505432305664.0,marketcap,KRW
069620.KS,1468199993344.0,marketcap,KRW
097230.KS,1450950656000.0,marketcap,KRW
089860.KS,1452375539712.0,marketcap,KRW
001120.KS,1413538643968.0,marketcap,KRW
006280.KS,1411803774976.0,marketcap,KRW
298020.KS,1377689272320.0,marketcap,KRW
001430.KS,1258760437760.0,marketcap,KRW
005070.KS,1158778191872.0,marketcap,KRW
294870.KS,1283210608640.0,marketcap,KRW
017960.KS,1193715564544.0,marketcap,KRW
361610.KS,1156469620736.0,marketcap,KRW
082640.KS,1192318074880.0,marketcap,KRW
004000.KS,1199637004288.0,marketcap,KRW
181710.KS,1122725920768.0,marketcap,KRW
192080.KS,1172230766592.0,marketcap,KRW
012630.KS,1138539102208.0,marketcap,KRW
001720.KS,1143259267072.0,marketcap,KRW
006340.KS,1076629929984.0,marketcap,KRW
000210.KS,1142047637504.0,marketcap,KRW
093370.KS,1097221996544.0,marketcap,KRW
030610.KS,1094832816128.0,marketcap,KRW
100090.KS,1146473676800.0,marketcap,KRW
007310.KS,1097145319424.0,marketcap,KRW
000080.KS,1064185233408.0,marketcap,KRW
300720.KS,1039147335680.0,marketcap,KRW
330590.KS,1033063825408.0,marketcap,KRW
077970.KS,1025545535488.0,marketcap,KRW
005300.KS,1005419429888.0,marketcap,KRW
006120.KS,972309135360.0,marketcap,KRW
009450.KS,942331133952.0,marketcap,KRW
003530.KS,931160522752.0,marketcap,KRW
032350.KS,924969074688.0,marketcap,KRW
003470.KS,916491993088.0,marketcap,KRW
280360.KS,901809242112.0,marketcap,KRW
185750.KS,903878279168.0,marketcap,KRW
034230.KS,880224960512.0,marketcap,KRW
451800.KS,872856027136.0,marketcap,KRW
030190.KS,857424855040.0,marketcap,KRW
003570.KS,872134148096.0,marketcap,KRW
195870.KS,841500000256.0,marketcap,KRW
001820.KS,838876528640.0,marketcap,KRW
365550.KS,814554546176.0,marketcap,KRW
192400.KS,809591898112.0,marketcap,KRW
456040.KS,567479435264.0,marketcap,KRW
005090.KS,710277005312.0,marketcap,KRW
499790.KS,747858624512.0,marketcap,KRW
079160.KS,803902390272.0,marketcap,KRW
214320.KS,765999972352.0,marketcap,KRW
071320.KS,768828571648.0,marketcap,KRW
285130.KS,796514713600.0,marketcap,KRW
003240.KS,749893189632.0,marketcap,KRW
137310.KS,736854343680.0,marketcap,KRW
036530.KS,735120850944.0,marketcap,KRW
004490.KS,710244302848.0,marketcap,KRW
000400.KS,707861938176.0,marketcap,KRW
003090.KS,711684325376.0,marketcap,KRW
003850.KS,696964022272.0,marketcap,KRW
298050.KS,692990181376.0,marketcap,KRW
075580.KS,695268868096.0,marketcap,KRW
002350.KS,704271089664.0,marketcap,KRW
064960.KS,628033060864.0,marketcap,KRW
000670.KS,648880455680.0,marketcap,KRW
025540.KS,638256480256.0,marketcap,KRW
005690.KS,635442561024.0,marketcap,KRW
009240.KS,630812246016.0,marketcap,KRW
293940.KS,637354442752.0,marketcap,KRW
317450.KS,608089997312.0,marketcap,KRW
005880.KS,602569244672.0,marketcap,KRW
006650.KS,615757185024.0,marketcap,KRW
484870.KS,584934227968.0,marketcap,KRW
453340.KS,599152984064.0,marketcap,KRW
093050.KS,597309784064.0,marketcap,KRW
069260.KS,583621017600.0,marketcap,KRW
002840.KS,575392776192.0,marketcap,KRW
005180.KS,588863963136.0,marketcap,KRW
268280.KS,577731690496.0,marketcap,KRW
003620.KS,566649749504.0,marketcap,KRW
010780.KS,559120973824.0,marketcap,KRW
014820.KS,582474858496.0,marketcap,KRW
178920.KS,537991020544.0,marketcap,KRW
000640.KS,538669416448.0,marketcap,KRW
001060.KS,557712539648.0,marketcap,KRW
006110.KS,516465983488.0,marketcap,KRW
100840.KS,533549907968.0,marketcap,KRW
003300.KS,540166914048.0,marketcap,KRW
007700.KS,544243580928.0,marketcap,KRW
003160.KS,537254723584.0,marketcap,KRW
017940.KS,546953658368.0,marketcap,KRW
336370.KS,640825819136.0,marketcap,KRW
033240.KS,511437504512.0,marketcap,KRW
090460.KS,524578455552.0,marketcap,KRW
016380.KS,499668942848.0,marketcap,KRW
009410.KS,504108548096.0,marketcap,KRW
448730.KS,499864502272.0,marketcap,KRW
001530.KS,499187253248.0,marketcap,KRW
058650.KS,493373784064.0,marketcap,KRW
001500.KS,490336026624.0,marketcap,KRW
003280.KS,456807317504.0,marketcap,KRW
079900.KS,457459367936.0,marketcap,KRW
284740.KS,484323393536.0,marketcap,KRW
039130.KS,457365946368.0,marketcap,KRW
005810.KS,475018657792.0,marketcap,KRW
001510.KS,443542732800.0,marketcap,KRW
008060.KS,456942354432.0,marketcap,KRW
460860.KS,466265866240.0,marketcap,KRW
377740.KS,460440403968.0,marketcap,KRW
002240.KS,455488405504.0,marketcap,KRW
003030.KS,447279038464.0,marketcap,KRW
145990.KS,450635268096.0,marketcap,KRW
034310.KS,440654462976.0,marketcap,KRW
020000.KS,442426064896.0,marketcap,KRW
249420.KS,439851909120.0,marketcap,KRW
005250.KS,433507860480.0,marketcap,KRW
072710.KS,420647567360.0,marketcap,KRW
161000.KS,420574068736.0,marketcap,KRW
014830.KS,415596969984.0,marketcap,KRW
002990.KS,378765115392.0,marketcap,KRW
001270.KS,473628016640.0,marketcap,KRW
019170.KS,422615613440.0,marketcap,KRW
000070.KS,404761477120.0,marketcap,KRW
004690.KS,408143790080.0,marketcap,KRW
003000.KS,387258843136.0,marketcap,KRW
001200.KS,385724416000.0,marketcap,KRW
031430.KS,384411435008.0,marketcap,KRW
002810.KS,410433454080.0,marketcap,KRW
452260.KS,370114527232.0,marketcap,KRW
027410.KS,381877977088.0,marketcap,KRW
271940.KS,378383466496.0,marketcap,KRW
105630.KS,365078937600.0,marketcap,KRW
005950.KS,372851310592.0,marketcap,KRW
005420.KS,352952123392.0,marketcap,KRW
403550.KS,366120468480.0,marketcap,KRW
016610.KS,355140665344.0,marketcap,KRW
344820.KS,358724993024.0,marketcap,KRW
009900.KS,363093327872.0,marketcap,KRW
381970.KS,361762488320.0,marketcap,KRW
306200.KS,381765976064.0,marketcap,KRW
006220.KS,349636657152.0,marketcap,KRW
060980.KS,344046698496.0,marketcap,KRW
194370.KS,351392923648.0,marketcap,KRW
170900.KS,350068473856.0,marketcap,KRW
002020.KS,364074991616.0,marketcap,KRW
310970.KS,623604137984.0,aum,KRW
VOO,1670882131968.0,aum,USD
IVV,888128929792.0,aum,USD
SPY,781188857856.0,aum,USD
VTI,2297940410368.0,aum,USD
QQQ,490103177216.0,aum,USD
VEA,316309798912.0,aum,USD
VUG,379207221248.0,aum,USD
GLD,130053275648.0,aum,USD
IEFA,186543423488.0,aum,USD
VTV,254461837312.0,aum,USD
BND,397862928384.0,aum,USD
IEMG,160718422016.0,aum,USD
AGG,138847469568.0,aum,USD
IWF,128899137536.0,aum,USD
VGT,169247817728.0,aum,USD
IJH,124330491904.0,aum,USD
SPLG,97328324608.0,aum,USD
VIG,129462992896.0,aum,USD
VO,223974162432.0,aum,USD
IJR,111317172224.0,aum,USD
XLK,123912577024.0,aum,USD
RSP,93655826432.0,aum,USD
SCHD,95734071296.0,aum,USD
IAU,60138172416.0,aum,USD
ITOT,94139031552.0,aum,USD
EFA,77217693696.0,aum,USD
BNDX,123285929984.0,aum,USD
VYM,96168181760.0,aum,USD
SGOV,95892447232.0,aum,USD
TLT,41099935744.0,aum,USD
IEF,47093366784.0,aum,USD
LQD,33113137152.0,aum,USD
HYG,17626118144.0,aum,USD
JEPI,44746088448.0,aum,USD
JEPQ,40656678912.0,aum,USD
QYLD,8368078336.0,aum,USD
XYLD,3197810176.0,aum,USD
RYLD,1359637888.0,aum,USD
VNQ,71348019200.0,aum,USD
XLV,40598945792.0,aum,USD
XLF,51353821184.0,aum,USD
XLE,35721338880.0,aum,USD
XLP,13649293312.0,aum,USD
XLY,22593435648.0,aum,USD
XLI,33963890688.0,aum,USD
XLU,23111417856.0,aum,USD
XLC,22262224896.0,aum,USD
XLB,8166011392.0,aum,USD
NVDA,5009871732736.0,marketcap,USD
GOOGL,3910399426560.0,marketcap,USD
AAPL,4891182891008.0,marketcap,USD
MSFT,2835433652224.0,marketcap,USD
AMZN,2496832733184.0,marketcap,USD
AVGO,1817015091200.0,marketcap,USD
TSLA,1236326809600.0,marketcap,USD
META,1510844137472.0,marketcap,USD
WMT,871170899968.0,marketcap,USD
BRK-B,1067491590144.0,marketcap,USD
LLY,1066549444608.0,marketcap,USD
JPM,938902814720.0,marketcap,USD
V,676526292992.0,marketcap,USD
XOM,650508042240.0,marketcap,USD
MA,476834856960.0,marketcap,USD
UNH,382092673024.0,marketcap,USD
COST,414665998336.0,marketcap,USD
NFLX,291850518528.0,marketcap,USD
ORCL,331225366528.0,marketcap,USD
JNJ,634767278080.0,marketcap,USD
HD,332019924992.0,marketcap,USD
PG,343258791936.0,marketcap,USD
BAC,435464896512.0,marketcap,USD
ABBV,458235346944.0,marketcap,USD
PLTR,294677577728.0,marketcap,USD
KO,353879195648.0,marketcap,USD
PM,300801851392.0,marketcap,USD
CVX,387943301120.0,marketcap,USD
CSCO,449993572352.0,marketcap,USD
WFC,261391155200.0,marketcap,USD
INTC,465662050304.0,marketcap,USD
CAT,409341886464.0,marketcap,USD
LRCX,381686775808.0,marketcap,USD
AMD,851091980288.0,marketcap,USD
CRM,134037544960.0,marketcap,USD
ADBE,89481224192.0,marketcap,USD
MCD,188113534976.0,marketcap,USD
MRK,323719921664.0,marketcap,USD
PEP,186650247168.0,marketcap,USD
TMO,211177619456.0,marketcap,USD
ABT,179511263232.0,marketcap,USD
QCOM,175986376704.0,marketcap,USD
TXN,255282479104.0,marketcap,USD
AMAT,425760751616.0,marketcap,USD
INTU,81057210368.0,marketcap,USD
NOW,102124888064.0,marketcap,USD
GS,313070714880.0,marketcap,USD
MS,337162567680.0,marketcap,USD
AXP,222554439680.0,marketcap,USD
BLK,171654397952.0,marketcap,USD
SPGI,126214397952.0,marketcap,USD
BKNG,137509945344.0,marketcap,USD
UBER,134227402752.0,marketcap,USD
RTX,286789435392.0,marketcap,USD
LMT,134458687488.0,marketcap,USD
BA,165165105152.0,marketcap,USD
HON,77063962624.0,marketcap,USD
UNP,182571286528.0,marketcap,USD
DE,169670590464.0,marketcap,USD
GE,367017000960.0,marketcap,USD
NEE,187245641728.0,marketcap,USD
COP,146512035840.0,marketcap,USD
ETN,156900376576.0,marketcap,USD
LOW,116486037504.0,marketcap,USD
TJX,170367516672.0,marketcap,USD
NKE,61861900288.0,marketcap,USD
SBUX,117674024960.0,marketcap,USD
MDLZ,77686489088.0,marketcap,USD
CL,72617181184.0,marketcap,USD
PLD,140853198848.0,marketcap,USD
AMT,77650395136.0,marketcap,USD
EQIX,106932355072.0,marketcap,USD
CME,92249309184.0,marketcap,USD
SCHW,177339645952.0,marketcap,USD
BX,161798963200.0,marketcap,USD
C,221735518208.0,marketcap,USD
PGR,124320759808.0,marketcap,USD
CB,139532664832.0,marketcap,USD
ELV,81907195904.0,marketcap,USD
CI,76600647680.0,marketcap,USD
AMGN,202951901184.0,marketcap,USD
GILD,160547405824.0,marketcap,USD
BMY,126792204288.0,marketcap,USD
PFE,139864358912.0,marketcap,USD
DHR,134621831168.0,marketcap,USD
VRTX,121156550656.0,marketcap,USD
REGN,68775452672.0,marketcap,USD
SYK,126604894208.0,marketcap,USD
MDT,106512556032.0,marketcap,USD
BSX,65771216896.0,marketcap,USD
ISRG,120918843392.0,marketcap,USD
MU,1040114647040.0,marketcap,USD
KLAC,274997051392.0,marketcap,USD
PANW,263888863232.0,marketcap,USD
ANET,219082899456.0,marketcap,USD
SNPS,71511785472.0,marketcap,USD
CDNS,89982205952.0,marketcap,USD
ADP,99969540096.0,marketcap,USD
TQQQ,38968848384.0,aum,USD
QLD,14575937536.0,aum,USD
SOXL,31595966464.0,aum,USD
SMH,77198270464.0,aum,USD
SOXX,47824830464.0,aum,USD
NOBL,11533949952.0,aum,USD
DGRO,41227829248.0,aum,USD
HDV,13659947008.0,aum,USD
DVY,22900787200.0,aum,USD
SPYD,7374172160.0,aum,USD
DGRW,16599785472.0,aum,USD
TSLY,819221888.0,aum,USD
NVDY,1372514944.0,aum,USD
CONY,311758880.0,aum,USD
MSTY,709911744.0,aum,USD
SMCI,19470878720.0,marketcap,USD
ARM,277711159296.0,marketcap,USD
DELL,282687307776.0,marketcap,USD
GOOG,3902449909760.0,marketcap,USD
GEV,270262009856.0,marketcap,USD
SNDK,212739833856.0,marketcap,USD
IBM,201795764224.0,marketcap,USD
APH,187819900928.0,marketcap,USD
WDC,179165773824.0,marketcap,USD
MRVL,174330052608.0,marketcap,USD
CRWD,186626555904.0,marketcap,USD
ADI,181128183808.0,marketcap,USD
VZ,193662418944.0,marketcap,USD
TMUS,193177419776.0,marketcap,USD
WELL,177939857408.0,marketcap,USD
DIS,164708106240.0,marketcap,USD
T,165348065280.0,marketcap,USD
IBKR,155611414528.0,marketcap,USD
SCCO,140569165824.0,marketcap,USD
CVS,137468411904.0,marketcap,USD
GLW,126212530176.0,marketcap,USD
APP,131681574912.0,marketcap,USD
PH,124515352576.0,marketcap,USD
COF,124442345472.0,marketcap,USD
MO,121885351936.0,marketcap,USD
VRT,111529828352.0,marketcap,USD
HWM,115735093248.0,marketcap,USD
FTNT,111633629184.0,marketcap,USD
SO,109630029824.0,marketcap,USD
GD,104588869632.0,marketcap,USD
NEM,98193588224.0,marketcap,USD
DUK,101752905728.0,marketcap,USD
PNC,100145012736.0,marketcap,USD
USB,99648102400.0,marketcap,USD
CEG,97970937856.0,marketcap,USD
PWR,93913645056.0,marketcap,USD
CSX,98607235072.0,marketcap,USD
UPS,97572216832.0,marketcap,USD
MCK,98450677760.0,marketcap,USD
MAR,98732933120.0,marketcap,USD
WM,95876210688.0,marketcap,USD
NET,93047398400.0,marketcap,USD
WMB,90501873664.0,marketcap,USD
SNOW,92909592576.0,marketcap,USD
CMI,91714437120.0,marketcap,USD
MNST,91433975808.0,marketcap,USD
HOOD,85466939392.0,marketcap,USD
FCX,89991241728.0,marketcap,USD
MPC,90278486016.0,marketcap,USD
VLO,89822158848.0,marketcap,USD
KKR,92647391232.0,marketcap,USD
MMM,89024004096.0,marketcap,USD
DDOG,87872331776.0,marketcap,USD
SPG,87311712256.0,marketcap,USD
EPD,83793059840.0,marketcap,USD
HCA,84784955392.0,marketcap,USD
PSX,82901336064.0,marketcap,USD
MCO,81654841344.0,marketcap,USD
ABNB,83743547392.0,marketcap,USD
CTAS,82394275840.0,marketcap,USD
EMR,82861187072.0,marketcap,USD
ICE,82446065664.0,marketcap,USD
ITW,81424850944.0,marketcap,USD
TRV,80772767744.0,marketcap,USD
CMCSA,79116853248.0,marketcap,USD
NSC,78761172992.0,marketcap,USD
EOG,77971488768.0,marketcap,USD
SHW,78309277696.0,marketcap,USD
RCL,78725955584.0,marketcap,USD
NOC,77032251392.0,marketcap,USD
FDX,74513604608.0,marketcap,USD
ROST,76631392256.0,marketcap,USD
ECL,75636326400.0,marketcap,USD
DASH,75340128256.0,marketcap,USD
AEP,73747988480.0,marketcap,USD
GM,74743873536.0,marketcap,USD
KMI,73107775488.0,marketcap,USD
HLT,73978888192.0,marketcap,USD
ORLY,72429699072.0,marketcap,USD
URI,71055400960.0,marketcap,USD
SLB,77791281152.0,marketcap,USD
ET,70062006272.0,marketcap,USD
PCAR,69596094464.0,marketcap,USD
MPWR,65530089472.0,marketcap,USD
APO,70686810112.0,marketcap,USD
TDG,69173616640.0,marketcap,USD
MSI,69357936640.0,marketcap,USD
DLR,74907631616.0,marketcap,USD
RSG,66735419392.0,marketcap,USD
CVNA,66314686464.0,marketcap,USD
APD,66329894912.0,marketcap,USD
ALL,66921717760.0,marketcap,USD
WBD,64608915456.0,marketcap,USD
LITE,59360620544.0,marketcap,USD
GWW,65276858368.0,marketcap,USD
FIX,61012885504.0,marketcap,USD
AFL,63928500224.0,marketcap,USD
HPE,63151263744.0,marketcap,USD
D,62533337088.0,marketcap,USD
TFC,63231356928.0,marketcap,USD
AJG,63662522368.0,marketcap,USD
BE,52590825472.0,marketcap,USD
TRGP,60385767424.0,marketcap,USD
COHR,55246594048.0,marketcap,USD
SRE,60781715456.0,marketcap,USD
TGT,62124257280.0,marketcap,USD
O,61171511296.0,marketcap,USD
MET,61017112576.0,marketcap,USD
CTVA,59692183552.0,marketcap,USD
COR,60292530176.0,marketcap,USD
PSA,60221767680.0,marketcap,USD
OKE,58693861376.0,marketcap,USD
TER,54777233408.0,marketcap,USD
MPLX,59514134528.0,marketcap,USD
FANG,57579204608.0,marketcap,USD
CIEN,55341531136.0,marketcap,USD
CARR,57210376192.0,marketcap,USD
OXY,56992567296.0,marketcap,USD
LNG,56520331264.0,marketcap,USD
VST,55088873472.0,marketcap,USD
F,57260036096.0,marketcap,USD
ALAB,49979121664.0,marketcap,USD
LHX,55927603200.0,marketcap,USD
BKR,56795930624.0,marketcap,USD
KEYS,54459228160.0,marketcap,USD
AME,55460253696.0,marketcap,USD
NUE,56379547648.0,marketcap,USD
ETR,54101700608.0,marketcap,USD
DAL,55937413120.0,marketcap,USD
FAST,53955338240.0,marketcap,USD
CAH,53405962240.0,marketcap,USD
EA,52422107136.0,marketcap,USD
DVN,51949277184.0,marketcap,USD
FITB,52046356480.0,marketcap,USD
ROK,51426369536.0,marketcap,USD
NDAQ,51476221952.0,marketcap,USD
STT,50929852416.0,marketcap,USD
XEL,50984095744.0,marketcap,USD
WAB,51095531520.0,marketcap,USD
PYPL,49530224640.0,marketcap,USD
EBAY,48569159680.0,marketcap,USD
EXC,48633081856.0,marketcap,USD
EW,47578353664.0,marketcap,USD
ODFL,48454533120.0,marketcap,USD
AZO,48280768512.0,marketcap,USD
VTR,48874643456.0,marketcap,USD
HEI,48853700608.0,marketcap,USD
HUM,46742343680.0,marketcap,USD
PCG,47839973376.0,marketcap,USD
